scenario,time_s,x,y,z,rssi_ap1,rssi_ap2,rssi_ap3,sinr_ap1,sinr_ap2,sinr_ap3
complex_dynamic,0.0,1.5,9.0,1.2,-48.5206521060798,-51.23969255713681,-67.22532411202847,4.612726134563577,1.30672282987507,-5.664581829655378
complex_dynamic,0.0,1.5,9.5,1.2,-50.241285787090625,-59.956590115274125,-35.15259083712798,4.279258515326127,-9.345963354743837,21.03436922220638
complex_dynamic,0.0,1.5,10.0,1.2,-37.18091891509381,-74.16430835131027,-39.893821938008315,22.464322694497017,-17.475285133652964,22.758451712624563
complex_dynamic,0.0,2.0,0.0,1.2,-30.930673467943368,-79.85001532902463,-58.861200599323816,28.9628542585353,-22.948568763698177,5.184282369248535
complex_dynamic,0.0,2.0,0.5,1.2,-27.1978655940689,-75.81881435547191,-58.95819353986024,28.81551679543968,-22.79796973872521,2.1322575946839923
complex_dynamic,0.0,2.0,1.0,1.2,-20.647683447839402,-74.08984104432244,-59.64668769416691,31.231040015029517,-25.211347512062158,-1.1425096848321667
complex_dynamic,0.0,2.0,1.5,1.2,-29.74322502056613,-56.69530684059637,-81.41050939457864,17.889355863321327,-11.869376604224078,-15.35663425370721
complex_dynamic,0.0,2.0,2.0,1.2,-24.042657660522302,-76.13303408527452,-46.82320239143012,30.54825759832678,-24.54048601729948,11.098384256151297
complex_dynamic,0.0,2.0,2.5,1.2,-22.44123171614489,-73.46322213649282,-50.74139053439403,30.01763334232454,-24.001412778332877,5.748004901288097
complex_dynamic,0.0,2.0,3.0,1.2,-30.065369554931756,-63.76892495119995,-52.12652482289772,21.31044427001502,-15.309112080904265,3.754063346922805
complex_dynamic,0.0,2.0,3.5,1.2,-28.24078758225701,-71.37042209598005,-44.719807951199954,26.038419588747463,-20.069299468210644,12.78143858831397
complex_dynamic,0.0,2.0,4.0,1.2,-32.900515412653455,-56.236034685084526,-58.052587518643136,16.022127423826674,-10.018511197756473,-2.06361127035895
complex_dynamic,0.0,2.0,4.5,1.2,-34.523195415019245,-66.42449740413238,-40.91099021741006,20.174272092004784,-14.63134016554574,16.84362438982583
complex_dynamic,0.0,2.0,5.0,1.2,-39.50758500815564,-72.77377775977375,-43.487179629873744,20.70778545578737,-15.482384211436935,19.745648118431113
complex_dynamic,0.0,2.0,5.5,1.2,-37.957133107506905,-43.69588141757061,-46.61270781505836,6.307228709212125,-0.6641342286960479,1.9086270487977421
complex_dynamic,0.0,2.0,6.0,1.2,-38.0651764594183,-57.28267684459344,-43.268318087940166,13.598420557805618,-8.203058400251034,11.515705590627551
complex_dynamic,0.0,2.0,6.5,1.2,-49.74979240968706,-66.57600494494824,-47.86214568987416,11.547776097811404,-7.93211595751289,16.251324780250197
complex_dynamic,0.0,2.0,7.0,1.2,-39.33684040994789,-48.087988557411904,-35.041024980491464,6.922424047071493,-4.2587824735366056,13.61050029929097
complex_dynamic,0.0,2.0,7.5,1.2,-51.91072691906122,-72.87750785838497,-32.83658043156704,7.559672945549752,-17.03255237138125,28.946627901424357
complex_dynamic,0.0,2.0,8.0,1.2,-40.765934610320514,-83.1980207876469,-37.06220188919682,24.03706694393612,-21.3855288895701,30.73223256673373
complex_dynamic,0.0,2.0,8.5,1.2,-43.9253969128446,-75.36662376887287,-33.845986698924705,16.365821042015366,-18.11642609360531,29.359573527426846
complex_dynamic,0.0,2.0,9.0,1.2,-44.00414526863413,-65.73786682625007,-28.738454262509283,9.512574868123084,-15.57289276921124,27.335680091310728
complex_dynamic,0.0,2.0,9.5,1.2,-47.61931326651654,-79.85502153836784,-39.15957268175343,17.390343261932085,-17.857926381593753,28.78210083775558
complex_dynamic,0.0,2.0,10.0,1.2,-49.97134009705901,-49.1339217629354,-30.906454117531634,-1.0379701742842555,-5.745437197309647,17.552602520785445
complex_dynamic,0.0,2.5,0.0,1.2,-24.028986576127842,-71.71277297813477,-46.59473363056604,28.340855014908808,-22.333979145235006,9.264819719399208
complex_dynamic,0.0,2.5,0.5,1.2,-28.608532979905746,-49.878078645636144,-51.21405278816006,14.945128570800975,-8.951117235283787,-1.1588261980423895
complex_dynamic,0.0,2.5,1.0,1.2,-23.652684874442585,-75.00018235954343,-49.031694901304974,30.178944635607795,-24.165972970934114,8.39276218902191
complex_dynamic,0.0,2.5,1.5,1.2,-28.534861652572236,-79.39491042611684,-59.56547090990289,29.936381066699806,-23.91952625186849,3.5102033302254503
complex_dynamic,0.0,2.5,2.0,1.2,-34.57389785528059,-62.51137385840368,-65.4440490802885,18.389818097869398,-12.375774324927926,-4.045418454826125
complex_dynamic,0.0,2.5,2.5,1.2,-27.332135669104034,-63.42572141338185,-46.62606015027023,22.511180873083422,-16.521131204002234,6.994112268635933
complex_dynamic,0.0,2.5,3.0,1.2,-32.769217773740486,-58.89959597291318,-37.496593615459,17.14249739330924,-11.80342339323329,15.46388627183662
complex_dynamic,0.0,2.5,3.5,1.2,-33.13971022327603,-74.31402606382198,-66.97854053029978,25.0802434942289,-19.06308656320885,-1.7759492104507169
complex_dynamic,0.0,2.5,4.0,1.2,-37.582312718929764,-47.44750446807874,-42.61942121504688,8.547682038038367,-3.1957122149032497,6.780271130685986
complex_dynamic,0.0,2.5,4.5,1.2,-45.09183008122535,-48.36020972205726,-40.39839103815359,4.014752615646737,-1.3108974205385346,10.627661166013143
complex_dynamic,0.0,2.5,5.0,1.2,-40.67387782943182,-77.95119151361698,-45.734122091109505,22.806886172730326,-17.421494047677,20.76644499072192
complex_dynamic,0.0,2.5,5.5,1.2,-33.46995736890279,-67.07997606722253,-45.55431681452089,21.204048673525428,-15.322876590770951,12.34273874928326
complex_dynamic,0.0,2.5,6.0,1.2,-40.03495011137474,-62.25583071582375,-47.01773801776772,15.250970338060785,-9.661548276458598,11.450454600891078
complex_dynamic,0.0,2.5,6.5,1.2,-48.452487739108584,-62.543223281922586,-42.41567156910504,9.212112619117889,-7.6982461065779395,17.837470918788398
complex_dynamic,0.0,2.5,7.0,1.2,-42.05684119629032,-72.7355128602532,-40.986904549970106,18.744620530442713,-14.860252594887232,22.787911609534397
complex_dynamic,0.0,2.5,7.5,1.2,-38.32074697343586,-53.263723633053566,-42.48206960640705,11.2713274516773,-6.026421857993745,10.203402450018018
complex_dynamic,0.0,2.5,8.0,1.2,-47.57446928593992,-58.0043107583661,-37.48426927065521,6.2533097182360375,-7.380986023588228,18.491011413826506
complex_dynamic,0.0,2.5,8.5,1.2,-81.41551415918508,-52.76236339583121,-30.066629954302606,-17.118204456800598,-8.043967664322226,20.08166610307257
complex_dynamic,0.0,2.5,9.0,1.2,-34.7854874776615,-77.5811773305671,-36.4307464275595,25.25989134367775,-20.518826986865886,26.619640552058797
complex_dynamic,0.0,2.5,9.5,1.2,-42.094303213168175,-62.81696484209516,-40.84142670511983,13.664480994297381,-9.82011810763869,17.815365999640555
complex_dynamic,0.0,2.5,10.0,1.2,-47.17570140658339,-74.81110000539189,-47.48040145365026,17.437076939469968,-13.07220547250038,20.10209181994702
complex_dynamic,0.0,3.0,0.0,1.2,-32.76006250600111,-66.26942522987149,-47.341631925998335,21.181292953038007,-15.242928612950779,9.991261850942664
complex_dynamic,0.0,3.0,0.5,1.2,-35.77269096710822,-43.05296688916302,-48.444216800258715,7.2552801797996676,-1.4300609323491522,-0.09606560008332596
complex_dynamic,0.0,3.0,1.0,1.2,-27.146491179612802,-56.590450377071804,-44.32670352662822,19.135748014614528,-13.166527668924541,5.905436814446104
complex_dynamic,0.0,3.0,1.5,1.2,-28.057538527150513,-56.233156143906,-61.910778440371814,18.51257707115706,-12.496197682858867,-5.675479185728582
complex_dynamic,0.0,3.0,2.0,1.2,-28.15604097625952,-73.2322235685359,-46.75441928137198,27.02429766419394,-21.036122285101385,11.710403590835313
complex_dynamic,0.0,3.0,2.5,1.2,-28.46958818624599,-66.01077637855902,-56.88671752531416,23.25246600368311,-17.237977017728287,0.5626922363070799
complex_dynamic,0.0,3.0,3.0,1.2,-33.362353454842804,-66.06060990360409,-56.65749063719378,20.803425834153902,-14.799104291490213,2.4409467172325154
complex_dynamic,0.0,3.0,3.5,1.2,-29.977795834180153,-57.553316521638266,-44.66801418524149,18.16697565354387,-12.232180521673017,7.181585252129241
complex_dynamic,0.0,3.0,4.0,1.2,-43.04486747204642,-57.498795965136125,-43.26680562143245,10.641728277582006,-6.259017267589747,13.27020799210226
complex_dynamic,0.0,3.0,4.5,1.2,-33.636115810843826,-71.86337891716708,-46.31713701468334,23.54087791896741,-17.640794599330768,14.018799322404528
complex_dynamic,0.0,3.0,5.0,1.2,-38.11609097838827,-55.76699860986259,-46.197672550201126,12.89566210089766,-7.2300971809246,8.216612576629265
complex_dynamic,0.0,3.0,5.5,1.2,-45.585435197855546,-44.38164670670034,-46.769974389707144,2.045914859284012,2.6987964334941807,3.399796787972953
complex_dynamic,0.0,3.0,6.0,1.2,-35.172588178202645,-58.684398397097496,-37.74973228908642,15.622379560383203,-10.658932531339829,16.044576269440856
complex_dynamic,0.0,3.0,6.5,1.2,-31.614284400836805,-61.36867016589203,-47.25044124470506,19.284914131260376,-13.333417856926264,7.342790220835431
complex_dynamic,0.0,3.0,7.0,1.2,-54.63537781589448,-48.00702623539357,-42.637945028389076,-1.903739146679231,1.4365084948555533,9.500083869804797
complex_dynamic,0.0,3.0,7.5,1.2,-38.98544579414428,-70.82295736359202,-48.269934332774845,20.2492401415985,-14.485992816336065,14.09845149255139
complex_dynamic,0.0,3.0,8.0,1.2,-44.53676550668574,-53.525355243015184,-29.9257384451695,4.136572125276507,-8.733566287846385,20.380481978926714
complex_dynamic,0.0,3.0,8.5,1.2,-55.09114172910382,-59.50032143276152,-33.86228832883052,0.21436094159952498,-9.663489256434136,21.578994124817665
complex_dynamic,0.0,3.0,9.0,1.2,-47.739167147841094,-43.37459717089397,-31.33396610250642,-1.7218405991792758,-2.3201879066763538,13.910645379206494
complex_dynamic,0.0,3.0,9.5,1.2,-44.87199219293618,-58.3784137962402,-36.49153389621026,8.243054544948313,-8.27784189570679,19.08040623549584
complex_dynamic,0.0,3.0,10.0,1.2,-42.68720774238226,-54.107802277207966,-34.42026040110503,7.27478481587315,-7.1333235781569515,17.876565385424314
complex_dynamic,0.0,3.5,0.0,1.2,-39.371435783930885,-41.32590839840231,-50.951539079145064,4.117947507362805,1.6358615986807186,-1.844382199132883
complex_dynamic,0.0,3.5,0.5,1.2,-33.83512323105721,-60.14093284718146,-44.78463086688475,17.46997793991737,-11.634687982774812,9.87852413331178
complex_dynamic,0.0,3.5,1.0,1.2,-33.95441655676984,-66.22123459232924,-44.77445728359539,20.50296676632774,-14.666336552921885,12.872716810241808
complex_dynamic,0.0,3.5,1.5,1.2,-42.423616508459766,-51.77833958265885,-46.59729961250647,8.220476096899157,-2.984127598256976,7.204248238393004
complex_dynamic,0.0,3.5,2.0,1.2,-37.081592021604436,-45.12614254355829,-52.92571130614259,7.719209548624326,-1.818460013990976,-1.793904111614226
complex_dynamic,0.0,3.5,2.5,1.2,-35.08367864451374,-55.739285167093655,-47.72616976378432,14.571455992787241,-8.692878051245698,5.803454603248869
complex_dynamic,0.0,3.5,3.0,1.2,-30.72709586022791,-75.99975356844254,-50.22467137491176,27.125114120624374,-21.131818700931397,10.962865953207256
complex_dynamic,0.0,3.5,3.5,1.2,-34.29108447456348,-52.32860374902165,-72.04736075813138,13.256648018151935,-7.240553108595485,-10.666336816607737
complex_dynamic,0.0,3.5,4.0,1.2,-32.88860118058959,-73.38677059585356,-50.62760518947963,24.722187481890316,-18.742228333554927,10.360056797614138
complex_dynamic,0.0,3.5,4.5,1.2,-36.181568918647905,-56.67994268430195,-49.77687141649314,14.499668620689368,-8.598487658040296,4.964743203732138
complex_dynamic,0.0,3.5,5.0,1.2,-31.50656741032276,-69.18443760932834,-43.371317152490114,23.25309213345813,-17.376284518484482,14.528048911249911
complex_dynamic,0.0,3.5,5.5,1.2,-37.31166097790741,-43.90558822096333,-42.40098616133576,6.703142946776227,-1.3576328405572344,4.981038057919871
complex_dynamic,0.0,3.5,6.0,1.2,-43.52153432551577,-53.17662845988547,-41.876795195709626,7.84277899842698,-4.038770977947144,12.096876522091666
complex_dynamic,0.0,3.5,6.5,1.2,-56.235133354985,-52.80053047686784,-42.05625225779767,-0.875837170194478,-1.6638408229489545,13.052810168246411
complex_dynamic,0.0,3.5,7.0,1.2,-42.79055293701471,-62.08043658406737,-45.10208068426229,13.4138737695275,-8.506026994752695,14.084728788808025
complex_dynamic,0.0,3.5,7.5,1.2,-38.44590160944278,-69.04136018830887,-37.12831622426239,18.65644691866606,-14.867853955878125,22.946624382069857
complex_dynamic,0.0,3.5,8.0,1.2,-54.22468226589565,-74.00734348484633,-37.65865320360105,8.07780652898179,-15.211662421854674,27.0320611207076
complex_dynamic,0.0,3.5,8.5,1.2,-46.30567812441127,-52.5001804520716,-33.20561561890312,3.4354805298783733,-6.519057374459912,17.99043998052968
complex_dynamic,0.0,3.5,9.0,1.2,-54.10712413770641,-60.30634051879438,-25.79534730857183,-1.381690369199691,-14.184214605495487,26.19488110815773
complex_dynamic,0.0,3.5,9.5,1.2,-60.95712589669633,-60.24988348751792,-29.964708602306647,-4.306372779706544,-12.021300353840447,24.036674865760368
complex_dynamic,0.0,3.5,10.0,1.2,-40.40591002656582,-71.98149861643613,-36.79106771346373,18.62711221222262,-15.90646015878935,25.2047483137577
complex_dynamic,0.0,4.0,0.0,1.2,-36.27665311734225,-35.051895828684444,-48.665863798904944,2.228824136475089,3.531490547834539,-3.843432426949237
complex_dynamic,0.0,4.0,0.5,1.2,-33.46535095920453,-39.06649299433757,-44.16888317039663,6.259053955536893,-0.5138498015553811,0.43947255707527644
complex_dynamic,0.0,4.0,1.0,1.2,-25.660542405970034,-78.09411925528563,-56.4618027471438,30.724719495607108,-24.70738004136838,4.300743026553632
complex_dynamic,0.0,4.0,1.5,1.2,-22.79777025955784,-57.16987306807543,-52.745119695972846,21.655138425285067,-15.63984678885528,-1.4917013630732883
complex_dynamic,0.0,4.0,2.0,1.2,-33.847749110663024,-59.008530263749186,-50.749136438652066,16.94289473343922,-10.981588026147385,4.328836990490476
complex_dynamic,0.0,4.0,2.5,1.2,-41.104918550353844,-74.67129906540025,-40.002405298071096,20.191605184445894,-16.323936544250085,24.27684466699769
complex_dynamic,0.0,4.0,3.0,1.2,-45.792780705520514,-46.02639480497192,-45.31141084005691,2.7842615089881466,1.566898290090403,5.513608576869096
complex_dynamic,0.0,4.0,3.5,1.2,-34.58825155983575,-69.86877825870106,-45.7475113588915,22.032511444780308,-16.18121657943423,14.024175745366833
complex_dynamic,0.0,4.0,4.0,1.2,-31.80029221512358,-78.8336798294969,-54.73885919174662,28.013950900177164,-22.007596939162198,8.634129437235813
complex_dynamic,0.0,4.0,4.5,1.2,-34.85832072757368,-49.10101660135671,-52.91489613044786,11.19313602722376,-5.241272472530376,-0.7628537318422115
complex_dynamic,0.0,4.0,5.0,1.2,-39.930787940663,-50.06440489281215,-42.44591673531241,8.54705926484755,-3.5880292160014333,8.990153672959481
complex_dynamic,0.0,4.0,5.5,1.2,-37.77081586432603,-50.28572653393691,-49.55201705342137,10.196945542352989,-4.371823347355449,2.8458992890440795
complex_dynamic,0.0,4.0,6.0,1.2,-30.949674841442476,-73.9230136502893,-43.912184287049605,25.92988444885101,-20.02094290346323,16.07168338729094
